soc_code,onet_soc_code,occupation_title,software_or_tool,software_category,hot_technology,in_demand,rank
19-4061,19-4061.00,Social Science Research Assistants,Microsoft Word,Word processing software,Y,N,17
19-4061,19-4061.00,Social Science Research Assistants,Oracle Java,Object or component oriented development software,Y,N,18
19-4061,19-4061.00,Social Science Research Assistants,Perl,Object or component oriented development software,Y,N,19
19-4061,19-4061.00,Social Science Research Assistants,SAS,Analytical or scientific software,Y,N,20
19-4071,19-4071.00,Forest and Conservation Technicians,ESRI ArcGIS software,Geographic information system,Y,Y,1
19-4071,19-4071.00,Forest and Conservation Technicians,Microsoft Excel,Spreadsheet software,Y,Y,2
19-4071,19-4071.00,Forest and Conservation Technicians,Microsoft Office software,Office suite software,Y,Y,3
19-4071,19-4071.00,Forest and Conservation Technicians,Geographic information system GIS systems,Geographic information system,N,Y,4
19-4071,19-4071.00,Forest and Conservation Technicians,Facebook,Web page creation and editing software,Y,N,5
19-4071,19-4071.00,Forest and Conservation Technicians,Microsoft Access,Data base user interface and query software,Y,N,6
19-4071,19-4071.00,Forest and Conservation Technicians,Microsoft Active Server Pages ASP,Web platform development software,Y,N,7
19-4071,19-4071.00,Forest and Conservation Technicians,Microsoft Outlook,Electronic mail software,Y,N,8
19-4071,19-4071.00,Forest and Conservation Technicians,Microsoft PowerPoint,Presentation software,Y,N,9
19-4071,19-4071.00,Forest and Conservation Technicians,Microsoft Word,Word processing software,Y,N,10
19-4071,19-4071.00,Forest and Conservation Technicians,Allegro Landmark,Map creation software,N,N,11
19-4071,19-4071.00,Forest and Conservation Technicians,Assisi Compiler,Data base user interface and query software,N,N,12
19-4071,19-4071.00,Forest and Conservation Technicians,Assisi Forest,Analytical or scientific software,N,N,13
19-4071,19-4071.00,Forest and Conservation Technicians,Assisi Inventory,Inventory management software,N,N,14
19-4071,19-4071.00,Forest and Conservation Technicians,Atterbury Consultants SuperAce,Data base user interface and query software,N,N,15
19-4071,19-4071.00,Forest and Conservation Technicians,Autodesk AutoCAD LT,Computer aided design CAD software,N,N,16
19-4071,19-4071.00,Forest and Conservation Technicians,Ben Meadows Yeoman Expedition,Map creation software,N,N,17
19-4071,19-4071.00,Forest and Conservation Technicians,Computer graphics software,Graphics or photo imaging software,N,N,18
19-4071,19-4071.00,Forest and Conservation Technicians,Corel Presentation,Presentation software,N,N,19
19-4071,19-4071.00,Forest and Conservation Technicians,Database software,Data base user interface and query software,N,N,20
19-4092,19-4092.00,Forensic Science Technicians,Microsoft Excel,Spreadsheet software,Y,Y,1
19-4092,19-4092.00,Forensic Science Technicians,Microsoft Office software,Office suite software,Y,Y,2
19-4092,19-4092.00,Forensic Science Technicians,Microsoft Outlook,Electronic mail software,Y,Y,3
19-4092,19-4092.00,Forensic Science Technicians,Microsoft PowerPoint,Presentation software,Y,Y,4
19-4092,19-4092.00,Forensic Science Technicians,Guidance Software EnCase Enterprise,Analytical or scientific software,N,Y,5
19-4092,19-4092.00,Forensic Science Technicians,Adobe Photoshop,Graphics or photo imaging software,Y,N,6
19-4092,19-4092.00,Forensic Science Technicians,Linux,Operating system software,Y,N,7
19-4092,19-4092.00,Forensic Science Technicians,Microsoft Access,Data base user interface and query software,Y,N,8
19-4092,19-4092.00,Forensic Science Technicians,Microsoft Visio,Process mapping and design software,Y,N,9
19-4092,19-4092.00,Forensic Science Technicians,Microsoft Word,Word processing software,Y,N,10
19-4092,19-4092.00,Forensic Science Technicians,Automated Biometric Identification System ABIS,Data base user interface and query software,N,N,11
19-4092,19-4092.00,Forensic Science Technicians,Combined DNA Index System CODIS,Data base user interface and query software,N,N,12
19-4092,19-4092.00,Forensic Science Technicians,Computer aided design and drafting CADD software,Computer aided design CAD software,N,N,13
19-4092,19-4092.00,Forensic Science Technicians,Corel WordPerfect Office Suite,Office suite software,N,N,14
19-4092,19-4092.00,Forensic Science Technicians,DM2 Bills of Lading,Analytical or scientific software,N,N,15
19-4092,19-4092.00,Forensic Science Technicians,DataWorks Plus Digital CrimeScene,Data base user interface and query software,N,N,16
19-4092,19-4092.00,Forensic Science Technicians,DesignWare 3D EyeWitness,Graphics or photo imaging software,N,N,17
19-4092,19-4092.00,Forensic Science Technicians,Eos Systems PhotoModeler,Graphics or photo imaging software,N,N,18
19-4092,19-4092.00,Forensic Science Technicians,Graphics software,Graphics or photo imaging software,N,N,19
19-4092,19-4092.00,Forensic Science Technicians,IBM Notes,Electronic mail software,N,N,20
19-4099,19-4099.03,Remote Sensing Technicians,C,Development environment software,Y,Y,1
19-4099,19-4099.03,Remote Sensing Technicians,C++,Object or component oriented development software,Y,Y,2
19-4099,19-4099.03,Remote Sensing Technicians,ESRI ArcGIS software,Geographic information system,Y,Y,3
19-4099,19-4099.01,Quality Control Analysts,Microsoft Excel,Spreadsheet software,Y,Y,4
19-4099,19-4099.01,Quality Control Analysts,Microsoft Office software,Office suite software,Y,Y,5
19-4099,19-4099.01,Quality Control Analysts,Microsoft Outlook,Electronic mail software,Y,Y,6
19-4099,19-4099.01,Quality Control Analysts,Microsoft PowerPoint,Presentation software,Y,Y,7
19-4099,19-4099.01,Quality Control Analysts,Microsoft Word,Word processing software,Y,Y,8
19-4099,19-4099.03,Remote Sensing Technicians,Python,Object or component oriented development software,Y,Y,9
19-4099,19-4099.03,Remote Sensing Technicians,R,Object or component oriented development software,Y,Y,10
19-4099,19-4099.01,Quality Control Analysts,SAP software,Enterprise resource planning ERP software,Y,Y,11
19-4099,19-4099.03,Remote Sensing Technicians,The MathWorks MATLAB,Analytical or scientific software,Y,Y,12
19-4099,19-4099.03,Remote Sensing Technicians,Geographic information system GIS systems,Geographic information system,N,Y,13
19-4099,19-4099.03,Remote Sensing Technicians,QGIS,Geographic information system,N,Y,14
19-4099,19-4099.01,Quality Control Analysts,Sparta Systems TrackWise,Compliance software,N,Y,15
19-4099,19-4099.03,Remote Sensing Technicians,AJAX,Web platform development software,Y,N,16
19-4099,19-4099.01,Quality Control Analysts,Adobe Acrobat,Document management software,Y,N,17
19-4099,19-4099.03,Remote Sensing Technicians,Adobe Creative Cloud software,Graphics or photo imaging software,Y,N,18
19-4099,19-4099.03,Remote Sensing Technicians,Adobe Photoshop,Graphics or photo imaging software,Y,N,19
19-4099,19-4099.03,Remote Sensing Technicians,Amazon Elastic Compute Cloud EC2,Data base user interface and query software,Y,N,20
19-5011,19-5011.00,Occupational Health and Safety Specialists,Microsoft Excel,Spreadsheet software,Y,Y,1
19-5011,19-5011.00,Occupational Health and Safety Specialists,Microsoft Office software,Office suite software,Y,Y,2
19-5011,19-5011.00,Occupational Health and Safety Specialists,Microsoft Outlook,Electronic mail software,Y,Y,3
19-5011,19-5011.00,Occupational Health and Safety Specialists,Microsoft PowerPoint,Presentation software,Y,Y,4
19-5011,19-5011.00,Occupational Health and Safety Specialists,Microsoft Word,Word processing software,Y,Y,5
19-5011,19-5011.00,Occupational Health and Safety Specialists,Microsoft Access,Data base user interface and query software,Y,N,6
19-5011,19-5011.00,Occupational Health and Safety Specialists,Microsoft Active Server Pages ASP,Web platform development software,Y,N,7
19-5011,19-5011.00,Occupational Health and Safety Specialists,Microsoft Project,Project management software,Y,N,8
19-5011,19-5011.00,Occupational Health and Safety Specialists,Microsoft SharePoint,Document management software,Y,N,9
19-5011,19-5011.00,Occupational Health and Safety Specialists,Microsoft Windows,Operating system software,Y,N,10
19-5011,19-5011.00,Occupational Health and Safety Specialists,SAP software,Enterprise resource planning ERP software,Y,N,11
19-5011,19-5011.00,Occupational Health and Safety Specialists,Curtis Management Resources Training Management System,Data base user interface and query software,N,N,12
19-5011,19-5011.00,Occupational Health and Safety Specialists,Database software,Data base user interface and query software,N,N,13
19-5011,19-5011.00,Occupational Health and Safety Specialists,ESS Compliance Suite,Compliance software,N,N,14
19-5011,19-5011.00,Occupational Health and Safety Specialists,EcoLogic ADAM Indoor Air Quality and Analytical Data Management,Data base user interface and query software,N,N,15
19-5011,19-5011.00,Occupational Health and Safety Specialists,ImageWave MSDSFinder,Data base user interface and query software,N,N,16
19-5011,19-5011.00,Occupational Health and Safety Specialists,Mannus Compliance: EHS,Compliance software,N,N,17
19-5011,19-5011.00,Occupational Health and Safety Specialists,Medgate Enterprise EHS,Data base user interface and query software,N,N,18
19-5011,19-5011.00,Occupational Health and Safety Specialists,Primatech AUDITWorks,Compliance software,N,N,19
19-5011,19-5011.00,Occupational Health and Safety Specialists,Quality Systems Incorporated Safety Tagging System,Data base user interface and query software,N,N,20
19-5012,19-5012.00,Occupational Health and Safety Technicians,Microsoft Excel,Spreadsheet software,Y,Y,1
19-5012,19-5012.00,Occupational Health and Safety Technicians,Microsoft Office software,Office suite software,Y,Y,2
19-5012,19-5012.00,Occupational Health and Safety Technicians,Microsoft Outlook,Electronic mail software,Y,Y,3
19-5012,19-5012.00,Occupational Health and Safety Technicians,Microsoft PowerPoint,Presentation software,Y,Y,4
19-5012,19-5012.00,Occupational Health and Safety Technicians,Microsoft Word,Word processing software,Y,Y,5
19-5012,19-5012.00,Occupational Health and Safety Technicians,Microsoft Access,Data base user interface and query software,Y,N,6
19-5012,19-5012.00,Occupational Health and Safety Technicians,Microsoft SharePoint,Document management software,Y,N,7
19-5012,19-5012.00,Occupational Health and Safety Technicians,SAP software,Enterprise resource planning ERP software,Y,N,8
19-5012,19-5012.00,Occupational Health and Safety Technicians,Brady Lockout Pro,Data base user interface and query software,N,N,9
19-5012,19-5012.00,Occupational Health and Safety Technicians,Database software,Data base user interface and query software,N,N,10
19-5012,19-5012.00,Occupational Health and Safety Technicians,Email software,Electronic mail software,N,N,11
19-5012,19-5012.00,Occupational Health and Safety Technicians,Graphics software,Graphics or photo imaging software,N,N,12
19-5012,19-5012.00,Occupational Health and Safety Technicians,Industrial Scientific iNET,Industrial control software,N,N,13
19-5012,19-5012.00,Occupational Health and Safety Technicians,QuestSuite Professional,Industrial control software,N,N,14
19-5012,19-5012.00,Occupational Health and Safety Technicians,Remedy Interactive iMitigate,Data base user interface and query software,N,N,15
19-5012,19-5012.00,Occupational Health and Safety Technicians,Statistical analysis software,Analytical or scientific software,N,N,16
19-5012,19-5012.00,Occupational Health and Safety Technicians,TapRooT,Analytical or scientific software,N,N,17
19-5012,19-5012.00,Occupational Health and Safety Technicians,Teleconferencing software,Video conferencing software,N,N,18
19-5012,19-5012.00,Occupational Health and Safety Technicians,Web browser software,Internet browser software,N,N,19
21-1011,21-1011.00,Substance Abuse and Behavioral Disorder Counselors,Microsoft Excel,Spreadsheet software,Y,N,1
21-1011,21-1011.00,Substance Abuse and Behavioral Disorder Counselors,Microsoft Office software,Office suite software,Y,N,2
21-1011,21-1011.00,Substance Abuse and Behavioral Disorder Counselors,Microsoft Outlook,Electronic mail software,Y,N,3
21-1011,21-1011.00,Substance Abuse and Behavioral Disorder Counselors,Microsoft PowerPoint,Presentation software,Y,N,4
21-1011,21-1011.00,Substance Abuse and Behavioral Disorder Counselors,Microsoft Word,Word processing software,Y,N,5
21-1011,21-1011.00,Substance Abuse and Behavioral Disorder Counselors,ACMS Casewatch Millenium,Medical software,N,N,6
21-1011,21-1011.00,Substance Abuse and Behavioral Disorder Counselors,Addison Health Systems WritePad EHR,Medical software,N,N,7
21-1011,21-1011.00,Substance Abuse and Behavioral Disorder Counselors,Allscripts Canopy,Medical software,N,N,8
21-1011,21-1011.00,Substance Abuse and Behavioral Disorder Counselors,Anasazi Software Assessment and Treatment Plan Systems,Medical software,N,N,9
21-1011,21-1011.00,Substance Abuse and Behavioral Disorder Counselors,Athena Software Penelope Case Management,Medical software,N,N,10
21-1011,21-1011.00,Substance Abuse and Behavioral Disorder Counselors,Cadence Solutions extendedReach,Medical software,N,N,11
21-1011,21-1011.00,Substance Abuse and Behavioral Disorder Counselors,Case management software,Medical software,N,N,12
21-1011,21-1011.00,Substance Abuse and Behavioral Disorder Counselors,CaseManagement.com E-Reports,Medical software,N,N,13
21-1011,21-1011.00,Substance Abuse and Behavioral Disorder Counselors,Client System,Medical software,N,N,14
21-1011,21-1011.00,Substance Abuse and Behavioral Disorder Counselors,Database software,Data base user interface and query software,N,N,15
21-1011,21-1011.00,Substance Abuse and Behavioral Disorder Counselors,Economic Analysis Group EAG CaseTrack,Data base user interface and query software,N,N,16
21-1011,21-1011.00,Substance Abuse and Behavioral Disorder Counselors,Email software,Electronic mail software,N,N,17
21-1011,21-1011.00,Substance Abuse and Behavioral Disorder Counselors,IBM Lotus Notes,Electronic mail software,N,N,18
21-1011,21-1011.00,Substance Abuse and Behavioral Disorder Counselors,IMA Technologies CaseTrakker,Medical software,N,N,19
21-1011,21-1011.00,Substance Abuse and Behavioral Disorder Counselors,Libera System7,Medical software,N,N,20
21-1012,21-1012.00,"Educational, Guidance, and Career Counselors and Advisors",Microsoft Excel,Spreadsheet software,Y,Y,1
21-1012,21-1012.00,"Educational, Guidance, and Career Counselors and Advisors",Microsoft Office software,Office suite software,Y,Y,2
21-1012,21-1012.00,"Educational, Guidance, and Career Counselors and Advisors",Microsoft Outlook,Electronic mail software,Y,Y,3
21-1012,21-1012.00,"Educational, Guidance, and Career Counselors and Advisors",Microsoft PowerPoint,Presentation software,Y,Y,4
21-1012,21-1012.00,"Educational, Guidance, and Career Counselors and Advisors",Adobe Photoshop,Graphics or photo imaging software,Y,N,5
21-1012,21-1012.00,"Educational, Guidance, and Career Counselors and Advisors",Facebook,Web page creation and editing software,Y,N,6
21-1012,21-1012.00,"Educational, Guidance, and Career Counselors and Advisors",Google Docs,Word processing software,Y,N,7
21-1012,21-1012.00,"Educational, Guidance, and Career Counselors and Advisors",Microsoft Access,Data base user interface and query software,Y,N,8
21-1012,21-1012.00,"Educational, Guidance, and Career Counselors and Advisors",Microsoft Project,Project management software,Y,N,9
21-1012,21-1012.00,"Educational, Guidance, and Career Counselors and Advisors",Microsoft SQL Server Reporting Services SSRS,Data base reporting software,Y,N,10
21-1012,21-1012.00,"Educational, Guidance, and Career Counselors and Advisors",Microsoft SharePoint,Document management software,Y,N,11
21-1012,21-1012.00,"Educational, Guidance, and Career Counselors and Advisors",Microsoft Word,Word processing software,Y,N,12
21-1012,21-1012.00,"Educational, Guidance, and Career Counselors and Advisors",Oracle PeopleSoft,Enterprise resource planning ERP software,Y,N,13
21-1012,21-1012.00,"Educational, Guidance, and Career Counselors and Advisors",ACT Discover,Data base user interface and query software,N,N,14
21-1012,21-1012.00,"Educational, Guidance, and Career Counselors and Advisors",ACT WorkKeys,Analytical or scientific software,N,N,15
21-1012,21-1012.00,"Educational, Guidance, and Career Counselors and Advisors",Adobe ActionScript,Development environment software,N,N,16
21-1012,21-1012.00,"Educational, Guidance, and Career Counselors and Advisors",Athena Software Penelope Case Management,Medical software,N,N,17
21-1012,21-1012.00,"Educational, Guidance, and Career Counselors and Advisors",Blackbaud The Raiser's Edge,Customer relationship management CRM software,N,N,18
21-1012,21-1012.00,"Educational, Guidance, and Career Counselors and Advisors",Blackboard Wimba,Presentation software,N,N,19
21-1012,21-1012.00,"Educational, Guidance, and Career Counselors and Advisors",Blackboard software,Data base user interface and query software,N,N,20
21-1013,21-1013.00,Marriage and Family Therapists,Zoom,Video conferencing software,Y,Y,1
21-1013,21-1013.00,Marriage and Family Therapists,Google Meet,Video conferencing software,N,Y,2
21-1013,21-1013.00,Marriage and Family Therapists,Intuit QuickBooks,Accounting software,Y,N,3
21-1013,21-1013.00,Marriage and Family Therapists,Microsoft Access,Data base user interface and query software,Y,N,4
21-1013,21-1013.00,Marriage and Family Therapists,Microsoft Excel,Spreadsheet software,Y,N,5
21-1013,21-1013.00,Marriage and Family Therapists,Microsoft Office software,Office suite software,Y,N,6
21-1013,21-1013.00,Marriage and Family Therapists,Microsoft Outlook,Electronic mail software,Y,N,7
21-1013,21-1013.00,Marriage and Family Therapists,Microsoft PowerPoint,Presentation software,Y,N,8
21-1013,21-1013.00,Marriage and Family Therapists,Microsoft Teams,Project management software,Y,N,9
21-1013,21-1013.00,Marriage and Family Therapists,Microsoft Word,Word processing software,Y,N,10
21-1013,21-1013.00,Marriage and Family Therapists,Advantage Software Psych Advantage,Medical software,N,N,11
21-1013,21-1013.00,Marriage and Family Therapists,American Medical Billing Software PMA,Billing and invoicing software,N,N,12
21-1013,21-1013.00,Marriage and Family Therapists,Anasazi Software Client Data System,Medical software,N,N,13
21-1013,21-1013.00,Marriage and Family Therapists,Beaver Creek Software The THERAPIST,Medical software,N,N,14
21-1013,21-1013.00,Marriage and Family Therapists,Blueberry Harbor Software Clinical Record Keeper,Medical software,N,N,15
21-1013,21-1013.00,Marriage and Family Therapists,Care Paths eRecord,Medical software,N,N,16
21-1013,21-1013.00,Marriage and Family Therapists,Casamba Smart,Medical software,N,N,17
21-1013,21-1013.00,Marriage and Family Therapists,Cornucopia Software Practice MAGIC,Medical software,N,N,18
21-1013,21-1013.00,Marriage and Family Therapists,DocuTrac QuicDoc,Medical software,N,N,19
21-1013,21-1013.00,Marriage and Family Therapists,EZ2Bill Confidant,Billing and invoicing software,N,N,20
21-1014,21-1014.00,Mental Health Counselors,Microsoft Access,Data base user interface and query software,Y,N,1
21-1014,21-1014.00,Mental Health Counselors,Microsoft Excel,Spreadsheet software,Y,N,2
21-1014,21-1014.00,Mental Health Counselors,Microsoft Office software,Office suite software,Y,N,3
21-1014,21-1014.00,Mental Health Counselors,Microsoft Outlook,Electronic mail software,Y,N,4
21-1014,21-1014.00,Mental Health Counselors,Microsoft PowerPoint,Presentation software,Y,N,5
21-1014,21-1014.00,Mental Health Counselors,Microsoft Word,Word processing software,Y,N,6
21-1014,21-1014.00,Mental Health Counselors,Oracle PeopleSoft,Enterprise resource planning ERP software,Y,N,7
21-1014,21-1014.00,Mental Health Counselors,Client information database systems,Medical software,N,N,8
21-1014,21-1014.00,Mental Health Counselors,Database software,Data base user interface and query software,N,N,9
21-1014,21-1014.00,Mental Health Counselors,Email software,Electronic mail software,N,N,10
21-1014,21-1014.00,Mental Health Counselors,Google Classroom,Project management software,N,N,11
21-1014,21-1014.00,Mental Health Counselors,Management information systems MIS,Enterprise resource planning ERP software,N,N,12
21-1014,21-1014.00,Mental Health Counselors,Microsoft Dynamics,Enterprise resource planning ERP software,N,N,13
21-1014,21-1014.00,Mental Health Counselors,Microsoft Internet Explorer,Internet browser software,N,N,14
21-1014,21-1014.00,Mental Health Counselors,Netscape Navigator,Internet browser software,N,N,15
21-1014,21-1014.00,Mental Health Counselors,Patient electronic medical record EMR software,Medical software,N,N,16
21-1014,21-1014.00,Mental Health Counselors,Scheduling software,Calendar and scheduling software,N,N,17
21-1014,21-1014.00,Mental Health Counselors,Statistical software,Analytical or scientific software,N,N,18
21-1014,21-1014.00,Mental Health Counselors,Test interpretation software,Analytical or scientific software,N,N,19
21-1014,21-1014.00,Mental Health Counselors,Web browser software,Internet browser software,N,N,20
21-1015,21-1015.00,Rehabilitation Counselors,Microsoft Office software,Office suite software,Y,Y,1
21-1015,21-1015.00,Rehabilitation Counselors,Microsoft Excel,Spreadsheet software,Y,N,2
21-1015,21-1015.00,Rehabilitation Counselors,Microsoft Outlook,Electronic mail software,Y,N,3
21-1015,21-1015.00,Rehabilitation Counselors,Microsoft PowerPoint,Presentation software,Y,N,4
21-1015,21-1015.00,Rehabilitation Counselors,Microsoft Word,Word processing software,Y,N,5
21-1015,21-1015.00,Rehabilitation Counselors,Adobe Acrobat Reader,Document management software,N,N,6
21-1015,21-1015.00,Rehabilitation Counselors,Budgeting software,Accounting software,N,N,7
21-1015,21-1015.00,Rehabilitation Counselors,Chart Links,Medical software,N,N,8
21-1015,21-1015.00,Rehabilitation Counselors,Client information database software,Medical software,N,N,9
21-1015,21-1015.00,Rehabilitation Counselors,Data input software,Data base user interface and query software,N,N,10
21-1015,21-1015.00,Rehabilitation Counselors,Electronic medical record EMR software,Medical software,N,N,11
21-1015,21-1015.00,Rehabilitation Counselors,Email software,Electronic mail software,N,N,12
21-1015,21-1015.00,Rehabilitation Counselors,Encryption software,Transaction security and virus protection software,N,N,13
21-1015,21-1015.00,Rehabilitation Counselors,Fanatic Software Informant,Calendar and scheduling software,N,N,14
21-1015,21-1015.00,Rehabilitation Counselors,Global positioning system GPS software,Mobile location based services software,N,N,15
21-1015,21-1015.00,Rehabilitation Counselors,Microsoft ActiveSync,Mobile operator specific application software,N,N,16
21-1015,21-1015.00,Rehabilitation Counselors,Microsoft Internet Explorer,Internet browser software,N,N,17
21-1015,21-1015.00,Rehabilitation Counselors,Microsoft Mobile Explorer MME,Internet browser software,N,N,18
21-1015,21-1015.00,Rehabilitation Counselors,Microsoft Office Mobile,Office suite software,N,N,19
21-1015,21-1015.00,Rehabilitation Counselors,Microsoft Office Outlook,Calendar and scheduling software,N,N,20
21-1021,21-1021.00,"Child, Family, and School Social Workers",Microsoft Excel,Spreadsheet software,Y,Y,1
21-1021,21-1021.00,"Child, Family, and School Social Workers",Microsoft Office software,Office suite software,Y,Y,2
21-1021,21-1021.00,"Child, Family, and School Social Workers",Microsoft Outlook,Electronic mail software,Y,Y,3
21-1021,21-1021.00,"Child, Family, and School Social Workers",Microsoft Access,Data base user interface and query software,Y,N,4
21-1021,21-1021.00,"Child, Family, and School Social Workers",Microsoft PowerPoint,Presentation software,Y,N,5
21-1021,21-1021.00,"Child, Family, and School Social Workers",Microsoft Word,Word processing software,Y,N,6
21-1021,21-1021.00,"Child, Family, and School Social Workers",EasyCBM,Computer based training software,N,N,7
21-1021,21-1021.00,"Child, Family, and School Social Workers",Patient electronic medical record EMR software,Medical software,N,N,8
21-1021,21-1021.00,"Child, Family, and School Social Workers",Student information systems SIS software,Data base user interface and query software,N,N,9
21-1021,21-1021.00,"Child, Family, and School Social Workers",Web browser software,Internet browser software,N,N,10
21-1022,21-1022.00,Healthcare Social Workers,Microsoft Teams,Project management software,Y,Y,1
21-1022,21-1022.00,Healthcare Social Workers,Zoom,Video conferencing software,Y,Y,2
21-1022,21-1022.00,Healthcare Social Workers,Google Meet,Video conferencing software,N,Y,3
21-1022,21-1022.00,Healthcare Social Workers,MEDITECH software,Medical software,Y,N,4
21-1022,21-1022.00,Healthcare Social Workers,Microsoft Excel,Spreadsheet software,Y,N,5
21-1022,21-1022.00,Healthcare Social Workers,Microsoft Office software,Office suite software,Y,N,6
21-1022,21-1022.00,Healthcare Social Workers,Microsoft PowerPoint,Presentation software,Y,N,7
21-1022,21-1022.00,Healthcare Social Workers,Microsoft Word,Word processing software,Y,N,8
21-1022,21-1022.00,Healthcare Social Workers,Adobe PageMaker,Desktop publishing software,N,N,9
21-1022,21-1022.00,Healthcare Social Workers,Automated clinical information systems,Medical software,N,N,10
21-1022,21-1022.00,Healthcare Social Workers,Calendar software,Calendar and scheduling software,N,N,11
21-1022,21-1022.00,Healthcare Social Workers,Command Systems ComServe,Data base user interface and query software,N,N,12
21-1022,21-1022.00,Healthcare Social Workers,Corel WordPerfect Office Suite,Office suite software,N,N,13
21-1022,21-1022.00,Healthcare Social Workers,Database software,Data base user interface and query software,N,N,14
21-1022,21-1022.00,Healthcare Social Workers,Email software,Electronic mail software,N,N,15
21-1022,21-1022.00,Healthcare Social Workers,Healthcare common procedure coding system HCPCS,Medical software,N,N,16
21-1022,21-1022.00,Healthcare Social Workers,Information presentation software,Presentation software,N,N,17
21-1022,21-1022.00,Healthcare Social Workers,Intrado SchoolMessenger,Mobile messaging service software,N,N,18
21-1022,21-1022.00,Healthcare Social Workers,James Frazier Associates DataStart,Medical software,N,N,19
21-1022,21-1022.00,Healthcare Social Workers,Medical procedure coding software,Medical software,N,N,20
21-1023,21-1023.00,Mental Health and Substance Abuse Social Workers,Microsoft Excel,Spreadsheet software,Y,Y,1
21-1023,21-1023.00,Mental Health and Substance Abuse Social Workers,Microsoft Office software,Office suite software,Y,Y,2
21-1023,21-1023.00,Mental Health and Substance Abuse Social Workers,Microsoft Outlook,Electronic mail software,Y,Y,3
21-1023,21-1023.00,Mental Health and Substance Abuse Social Workers,Adobe Acrobat,Document management software,Y,N,4
21-1023,21-1023.00,Mental Health and Substance Abuse Social Workers,Microsoft PowerPoint,Presentation software,Y,N,5
21-1023,21-1023.00,Mental Health and Substance Abuse Social Workers,Microsoft SharePoint,Document management software,Y,N,6
21-1023,21-1023.00,Mental Health and Substance Abuse Social Workers,Microsoft Word,Word processing software,Y,N,7
21-1023,21-1023.00,Mental Health and Substance Abuse Social Workers,Adobe PageMaker,Desktop publishing software,N,N,8
21-1023,21-1023.00,Mental Health and Substance Abuse Social Workers,Client records software,Medical software,N,N,9
21-1023,21-1023.00,Mental Health and Substance Abuse Social Workers,Corel WordPerfect Office Suite,Office suite software,N,N,10
21-1023,21-1023.00,Mental Health and Substance Abuse Social Workers,Database software,Data base user interface and query software,N,N,11
21-1023,21-1023.00,Mental Health and Substance Abuse Social Workers,Email software,Electronic mail software,N,N,12
21-1023,21-1023.00,Mental Health and Substance Abuse Social Workers,Information presentation software,Presentation software,N,N,13
21-1023,21-1023.00,Mental Health and Substance Abuse Social Workers,James Frazier Associates DataStart,Medical software,N,N,14
21-1023,21-1023.00,Mental Health and Substance Abuse Social Workers,Medical condition coding software,Medical software,N,N,15
21-1023,21-1023.00,Mental Health and Substance Abuse Social Workers,Medical procedure coding software,Medical software,N,N,16
21-1023,21-1023.00,Mental Health and Substance Abuse Social Workers,Microsoft Internet Explorer,Internet browser software,N,N,17
21-1023,21-1023.00,Mental Health and Substance Abuse Social Workers,Microsoft Publisher,Desktop publishing software,N,N,18
21-1023,21-1023.00,Mental Health and Substance Abuse Social Workers,Netscape Navigator,Internet browser software,N,N,19
21-1023,21-1023.00,Mental Health and Substance Abuse Social Workers,Patient electronic medical record EMR software,Medical software,N,N,20
21-1091,21-1091.00,Health Education Specialists,Microsoft Excel,Spreadsheet software,Y,Y,1
21-1091,21-1091.00,Health Education Specialists,Microsoft Office software,Office suite software,Y,Y,2
21-1091,21-1091.00,Health Education Specialists,Microsoft Outlook,Electronic mail software,Y,Y,3
21-1091,21-1091.00,Health Education Specialists,Microsoft PowerPoint,Presentation software,Y,Y,4
21-1091,21-1091.00,Health Education Specialists,Adobe Photoshop,Graphics or photo imaging software,Y,N,5
21-1091,21-1091.00,Health Education Specialists,Facebook,Web page creation and editing software,Y,N,6
21-1091,21-1091.00,Health Education Specialists,MEDITECH software,Medical software,Y,N,7
21-1091,21-1091.00,Health Education Specialists,Microsoft Access,Data base user interface and query software,Y,N,8
21-1091,21-1091.00,Health Education Specialists,Microsoft Visio,Process mapping and design software,Y,N,9
21-1091,21-1091.00,Health Education Specialists,Microsoft Word,Word processing software,Y,N,10
21-1091,21-1091.00,Health Education Specialists,Blackbaud The Raiser's Edge,Customer relationship management CRM software,N,N,11
21-1091,21-1091.00,Health Education Specialists,Blackboard software,Data base user interface and query software,N,N,12
21-1091,21-1091.00,Health Education Specialists,Blogging software,Web page creation and editing software,N,N,13
21-1091,21-1091.00,Health Education Specialists,Centers for Disease Control and Prevention CDC WONDER,Data base user interface and query software,N,N,14
21-1091,21-1091.00,Health Education Specialists,Centers for Disease Control and Prevention Epi Info,Analytical or scientific software,N,N,15
21-1091,21-1091.00,Health Education Specialists,Edpuzzle,Multi-media educational software,N,N,16
21-1091,21-1091.00,Health Education Specialists,JamBoard,Graphics or photo imaging software,N,N,17
21-1091,21-1091.00,Health Education Specialists,LogMeIn GoToWebinar,Network conferencing software,N,N,18
21-1091,21-1091.00,Health Education Specialists,Mentimeter,Presentation software,N,N,19
21-1091,21-1091.00,Health Education Specialists,Microsoft Publisher,Desktop publishing software,N,N,20
21-1092,21-1092.00,Probation Officers and Correctional Treatment Specialists,Microsoft Office software,Office suite software,Y,Y,1
21-1092,21-1092.00,Probation Officers and Correctional Treatment Specialists,Facebook,Web page creation and editing software,Y,N,2
