soc_code,onet_soc_code,occupation_title,software_or_tool,software_category,hot_technology,in_demand,rank
47-2152,47-2152.00,"Plumbers, Pipefitters, and Steamfitters",Microsoft Excel,Spreadsheet software,Y,N,7
47-2152,47-2152.04,Solar Thermal Installers and Technicians,Microsoft Outlook,Electronic mail software,Y,N,8
47-2152,47-2152.04,Solar Thermal Installers and Technicians,Microsoft PowerPoint,Presentation software,Y,N,9
47-2152,47-2152.04,Solar Thermal Installers and Technicians,Microsoft Visual Basic for Applications VBA,Development environment software,Y,N,10
47-2152,47-2152.00,"Plumbers, Pipefitters, and Steamfitters",Microsoft Word,Word processing software,Y,N,11
47-2152,47-2152.04,Solar Thermal Installers and Technicians,Oracle Java,Object or component oriented development software,Y,N,12
47-2152,47-2152.04,Solar Thermal Installers and Technicians,Salesforce software,Customer relationship management CRM software,Y,N,13
47-2152,47-2152.04,Solar Thermal Installers and Technicians,1CadCam Unigraphics,Computer aided manufacturing CAM software,N,N,14
47-2152,47-2152.00,"Plumbers, Pipefitters, and Steamfitters",AEC Design Group CADPIPE,Computer aided design CAD software,N,N,15
47-2152,47-2152.00,"Plumbers, Pipefitters, and Steamfitters",Atlas Construction Business Forms,Word processing software,N,N,16
47-2152,47-2152.00,"Plumbers, Pipefitters, and Steamfitters",Autodesk Building Systems,Computer aided design CAD software,N,N,17
47-2152,47-2152.00,"Plumbers, Pipefitters, and Steamfitters",Bentley Systems AutoPIPE,Analytical or scientific software,N,N,18
47-2152,47-2152.00,"Plumbers, Pipefitters, and Steamfitters",Bookkeeping software,Accounting software,N,N,19
47-2152,47-2152.00,"Plumbers, Pipefitters, and Steamfitters",COADE CAESAR II,Analytical or scientific software,N,N,20
47-2161,47-2161.00,Plasterers and Stucco Masons,Linux,Operating system software,Y,N,1
47-2161,47-2161.00,Plasterers and Stucco Masons,Microsoft Excel,Spreadsheet software,Y,N,2
47-2161,47-2161.00,Plasterers and Stucco Masons,Microsoft Office software,Office suite software,Y,N,3
47-2161,47-2161.00,Plasterers and Stucco Masons,Microsoft Word,Word processing software,Y,N,4
47-2161,47-2161.00,Plasterers and Stucco Masons,Oracle Database,Data base user interface and query software,Y,N,5
47-2161,47-2161.00,Plasterers and Stucco Masons,Salesforce software,Customer relationship management CRM software,Y,N,6
47-2161,47-2161.00,Plasterers and Stucco Masons,A-Systems JobView,Accounting software,N,N,7
47-2161,47-2161.00,Plasterers and Stucco Masons,Autodesk 3ds Max Design,Computer aided design CAD software,N,N,8
47-2161,47-2161.00,Plasterers and Stucco Masons,Autodesk Maya,Graphics or photo imaging software,N,N,9
47-2161,47-2161.00,Plasterers and Stucco Masons,Construction Software Center EasyEst,Project management software,N,N,10
47-2161,47-2161.00,Plasterers and Stucco Masons,Corel Paint Shop Pro,Graphics or photo imaging software,N,N,11
47-2161,47-2161.00,Plasterers and Stucco Masons,Corel Painter,Graphics or photo imaging software,N,N,12
47-2161,47-2161.00,Plasterers and Stucco Masons,Cost estimating software,Project management software,N,N,13
47-2161,47-2161.00,Plasterers and Stucco Masons,Dassault Systemes CATIA,Computer aided manufacturing CAM software,N,N,14
47-2161,47-2161.00,Plasterers and Stucco Masons,Embedded systems development software,Development environment software,N,N,15
47-2161,47-2161.00,Plasterers and Stucco Masons,IBM Maximo Asset Management,Enterprise resource planning ERP software,N,N,16
47-2161,47-2161.00,Plasterers and Stucco Masons,Sage Construction Anywhere,Project management software,N,N,17
47-2161,47-2161.00,Plasterers and Stucco Masons,Turtle Creek Software Goldenseal,Accounting software,N,N,18
47-2171,47-2171.00,Reinforcing Iron and Rebar Workers,Application Software SHEAR,Project management software,N,N,1
47-2171,47-2171.00,Reinforcing Iron and Rebar Workers,Applied Systems Associates aSa Rebar,Project management software,N,N,2
47-2171,47-2171.00,Reinforcing Iron and Rebar Workers,OTP ArmaCAD,Computer aided design CAD software,N,N,3
47-2171,47-2171.00,Reinforcing Iron and Rebar Workers,RebarWin,Data base user interface and query software,N,N,4
47-2181,47-2181.00,Roofers,Microsoft Excel,Spreadsheet software,Y,N,1
47-2181,47-2181.00,Roofers,Microsoft Office software,Office suite software,Y,N,2
47-2181,47-2181.00,Roofers,Microsoft Windows,Operating system software,Y,N,3
47-2181,47-2181.00,Roofers,Microsoft Word,Word processing software,Y,N,4
47-2181,47-2181.00,Roofers,ASR Software LWC-Plus,Computer aided design CAD software,N,N,5
47-2181,47-2181.00,Roofers,ASR Software Taper-Plus,Computer aided design CAD software,N,N,6
47-2181,47-2181.00,Roofers,ASR Software TopView LE,Computer aided design CAD software,N,N,7
47-2181,47-2181.00,Roofers,ASR Software TopView ME,Computer aided design CAD software,N,N,8
47-2181,47-2181.00,Roofers,AppliCad Roof Wizard,Computer aided design CAD software,N,N,9
47-2181,47-2181.00,Roofers,CADAFIS,Data base user interface and query software,N,N,10
47-2181,47-2181.00,Roofers,DigiTools Roof CAD,Computer aided design CAD software,N,N,11
47-2181,47-2181.00,Roofers,Energy cost evaluation software,Analytical or scientific software,N,N,12
47-2181,47-2181.00,Roofers,Exele TopView,Analytical or scientific software,N,N,13
47-2181,47-2181.00,Roofers,Humidity and vapor drive calculation software,Analytical or scientific software,N,N,14
47-2181,47-2181.00,Roofers,Insight Direct ServiceCEO,Data base user interface and query software,N,N,15
47-2181,47-2181.00,Roofers,Maintenance record software,Project management software,N,N,16
47-2181,47-2181.00,Roofers,Roof Pro Estimate Software Roof Pro,Data base user interface and query software,N,N,17
47-2181,47-2181.00,Roofers,RoofLogic,Data base user interface and query software,N,N,18
47-2181,47-2181.00,Roofers,Roofing Calculator,Analytical or scientific software,N,N,19
47-2181,47-2181.00,Roofers,Wintac Pro,Data base user interface and query software,N,N,20
47-2211,47-2211.00,Sheet Metal Workers,Autodesk AutoCAD,Computer aided design CAD software,Y,N,1
47-2211,47-2211.00,Sheet Metal Workers,Microsoft Excel,Spreadsheet software,Y,N,2
47-2211,47-2211.00,Sheet Metal Workers,Microsoft Office software,Office suite software,Y,N,3
47-2211,47-2211.00,Sheet Metal Workers,Microsoft Windows,Operating system software,Y,N,4
47-2211,47-2211.00,Sheet Metal Workers,Microsoft Word,Word processing software,Y,N,5
47-2211,47-2211.00,Sheet Metal Workers,Applied Production ProFab,Computer aided manufacturing CAM software,N,N,6
47-2211,47-2211.00,Sheet Metal Workers,Applied Production ProFold,Computer aided design CAD software,N,N,7
47-2211,47-2211.00,Sheet Metal Workers,Corte Certo,Computer aided design CAD software,N,N,8
47-2211,47-2211.00,Sheet Metal Workers,FCC Software AutoPOL Series,Computer aided design CAD software,N,N,9
47-2211,47-2211.00,Sheet Metal Workers,JETCAM Expert,Computer aided manufacturing CAM software,N,N,10
47-2211,47-2211.00,Sheet Metal Workers,Merry Mechanization SMP/IS,Computer aided manufacturing CAM software,N,N,11
47-2211,47-2211.00,Sheet Metal Workers,PTC Creo Parametric,Computer aided design CAD software,N,N,12
47-2211,47-2211.00,Sheet Metal Workers,QuickPen DuctDesigner 3D,Computer aided design CAD software,N,N,13
47-2211,47-2211.00,Sheet Metal Workers,Revcad Software Sheet Lightning,Computer aided design CAD software,N,N,14
47-2211,47-2211.00,Sheet Metal Workers,Siemens NX,Computer aided design CAD software,N,N,15
47-2211,47-2211.00,Sheet Metal Workers,Striker Systems SS-Profile,Computer aided manufacturing CAM software,N,N,16
47-2211,47-2211.00,Sheet Metal Workers,WiCAM PN4000,Computer aided manufacturing CAM software,N,N,17
47-2211,47-2211.00,Sheet Metal Workers,XY Soft Sheet Cutting Suite,Computer aided design CAD software,N,N,18
47-2221,47-2221.00,Structural Iron and Steel Workers,Microsoft Outlook,Electronic mail software,Y,N,1
47-2221,47-2221.00,Structural Iron and Steel Workers,Cost estimating software,Project management software,N,N,2
47-2221,47-2221.00,Structural Iron and Steel Workers,Inventory tracking software,Inventory management software,N,N,3
47-2221,47-2221.00,Structural Iron and Steel Workers,Project scheduling software,Project management software,N,N,4
47-2221,47-2221.00,Structural Iron and Steel Workers,Turtle Creek Software Goldenseal,Accounting software,N,N,5
47-2231,47-2231.00,Solar Photovoltaic Installers,Microsoft Excel,Spreadsheet software,Y,Y,1
47-2231,47-2231.00,Solar Photovoltaic Installers,Microsoft Office software,Office suite software,Y,Y,2
47-2231,47-2231.00,Solar Photovoltaic Installers,Extensible markup language XML,Enterprise application integration software,Y,N,3
47-2231,47-2231.00,Solar Photovoltaic Installers,Microsoft Outlook,Electronic mail software,Y,N,4
47-2231,47-2231.00,Solar Photovoltaic Installers,Microsoft Word,Word processing software,Y,N,5
47-2231,47-2231.00,Solar Photovoltaic Installers,Salesforce software,Customer relationship management CRM software,Y,N,6
47-2231,47-2231.00,Solar Photovoltaic Installers,Cost estimating software,Project management software,N,N,7
47-2231,47-2231.00,Solar Photovoltaic Installers,Work scheduling software,Calendar and scheduling software,N,N,8
47-3011,47-3011.00,"Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters",Autodesk Revit,Computer aided design CAD software,Y,N,1
47-3011,47-3011.00,"Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters",Intuit QuickBooks,Accounting software,Y,N,2
47-3011,47-3011.00,"Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters",Microsoft Access,Data base user interface and query software,Y,N,3
47-3011,47-3011.00,"Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters",Microsoft Excel,Spreadsheet software,Y,N,4
47-3011,47-3011.00,"Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters",Microsoft Office software,Office suite software,Y,N,5
47-3011,47-3011.00,"Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters",Microsoft PowerPoint,Presentation software,Y,N,6
47-3011,47-3011.00,"Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters",Microsoft SharePoint,Document management software,Y,N,7
47-3011,47-3011.00,"Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters",Microsoft Visio,Process mapping and design software,Y,N,8
47-3011,47-3011.00,"Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters",Microsoft Word,Word processing software,Y,N,9
47-3011,47-3011.00,"Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters",Aya Associates Comp-U-Floor,Data base user interface and query software,N,N,10
47-3011,47-3011.00,"Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters",CPR Visual Estimator,Project management software,N,N,11
47-3011,47-3011.00,"Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters",Computer aided design and drafting CADD software,Computer aided design CAD software,N,N,12
47-3011,47-3011.00,"Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters",Construction Management Software ProEst,Analytical or scientific software,N,N,13
47-3011,47-3011.00,"Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters",Daystar iStructural.com,Project management software,N,N,14
47-3011,47-3011.00,"Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters",EasyCAD Iris 2D,Computer aided design CAD software,N,N,15
47-3011,47-3011.00,"Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters",Measure Square FloorEstimate Pro,Project management software,N,N,16
47-3011,47-3011.00,"Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters",RISA Technologies RISAMasonry,Project management software,N,N,17
47-3011,47-3011.00,"Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters",TileGem,Computer aided design CAD software,N,N,18
47-3011,47-3011.00,"Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters",Tradesman's Software Master Estimator,Project management software,N,N,19
47-3012,47-3012.00,Helpers--Carpenters,Intuit QuickBooks,Accounting software,Y,N,1
47-3012,47-3012.00,Helpers--Carpenters,Linux,Operating system software,Y,N,2
47-3012,47-3012.00,Helpers--Carpenters,Microsoft Access,Data base user interface and query software,Y,N,3
47-3012,47-3012.00,Helpers--Carpenters,Microsoft Excel,Spreadsheet software,Y,N,4
47-3012,47-3012.00,Helpers--Carpenters,Microsoft Office software,Office suite software,Y,N,5
47-3012,47-3012.00,Helpers--Carpenters,Microsoft Outlook,Electronic mail software,Y,N,6
47-3012,47-3012.00,Helpers--Carpenters,Microsoft PowerPoint,Presentation software,Y,N,7
47-3012,47-3012.00,Helpers--Carpenters,Microsoft SharePoint,Document management software,Y,N,8
47-3012,47-3012.00,Helpers--Carpenters,Microsoft Windows,Operating system software,Y,N,9
47-3012,47-3012.00,Helpers--Carpenters,Microsoft Word,Word processing software,Y,N,10
47-3012,47-3012.00,Helpers--Carpenters,Oracle Database,Data base user interface and query software,Y,N,11
47-3012,47-3012.00,Helpers--Carpenters,SAP software,Enterprise resource planning ERP software,Y,N,12
47-3012,47-3012.00,Helpers--Carpenters,Salesforce software,Customer relationship management CRM software,Y,N,13
47-3012,47-3012.00,Helpers--Carpenters,UNIX,Operating system software,Y,N,14
47-3012,47-3012.00,Helpers--Carpenters,Bosch Punch List,Project management software,N,N,15
47-3012,47-3012.00,Helpers--Carpenters,Cost estimating software,Project management software,N,N,16
47-3012,47-3012.00,Helpers--Carpenters,Craftsman CD Estimator,Project management software,N,N,17
47-3012,47-3012.00,Helpers--Carpenters,Drawing and drafting software,Computer aided design CAD software,N,N,18
47-3012,47-3012.00,Helpers--Carpenters,Job costing software,Accounting software,N,N,19
47-3012,47-3012.00,Helpers--Carpenters,Quicken,Accounting software,N,N,20
47-3013,47-3013.00,Helpers--Electricians,Microsoft Excel,Spreadsheet software,Y,N,1
47-3013,47-3013.00,Helpers--Electricians,Microsoft Office software,Office suite software,Y,N,2
47-3013,47-3013.00,Helpers--Electricians,Computer-aided drafting or design software,Computer aided design CAD software,N,N,3
47-3013,47-3013.00,Helpers--Electricians,Recordkeeping software,Data base user interface and query software,N,N,4
47-3013,47-3013.00,Helpers--Electricians,Report generation software,Word processing software,N,N,5
47-3014,47-3014.00,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons",Microsoft Excel,Spreadsheet software,Y,N,1
47-3014,47-3014.00,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons",Microsoft Office software,Office suite software,Y,N,2
47-3014,47-3014.00,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons",A-Systems JobView,Accounting software,N,N,3
47-3014,47-3014.00,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons",Apple iWork,Office suite software,N,N,4
47-3014,47-3014.00,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons",Construction Software Center EasyEst,Project management software,N,N,5
47-3014,47-3014.00,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons",Cost estimating software,Project management software,N,N,6
47-3014,47-3014.00,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons",Evergreen Technology Eagle Bid Estimating,Project management software,N,N,7
47-3014,47-3014.00,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons",On Center Quick Bid,Project management software,N,N,8
47-3014,47-3014.00,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons",Sage Construction Anywhere,Project management software,N,N,9
