geography_type,area_code,geography,education_category,employment_2025,share_of_employment_percent,employment_relative_standard_error,hourly_mean_wage_2025,annual_mean_wage_2025,mean_wage_relative_standard_error,hourly_median_wage_2025,annual_median_wage_2025,annual_wage_p10_2025,annual_wage_p25_2025,annual_wage_p75_2025,annual_wage_p90_2025,source_vintage
Metropolitan Area,14020,"Bloomington, IN","Some college, no degree",2240.0,3.0553,1.7,23.8,49500.0,0.7,22.46,46710.0,28620.0,35080.0,58970.0,69580.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,14020,"Bloomington, IN",High school diploma or equivalent,24990.0,34.1181,1.1,24.53,51030.0,0.5,22.1,45960.0,30520.0,37060.0,59980.0,78020.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,14020,"Bloomington, IN",No formal educational credential,17910.0,24.4538,0.9,16.7,34730.0,0.6,16.0,33280.0,22370.0,27860.0,38820.0,47390.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,14260,"Boise City, ID",Doctoral or professional degree,8520.0,2.1739,2.9,74.37,154690.0,3.7,55.01,114420.0,58630.0,78190.0,177020.0,347160.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,14260,"Boise City, ID",Master's degree,9360.0,2.3879,8.9,44.37,92280.0,8.0,38.7,80490.0,46830.0,60950.0,114400.0,147210.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,14260,"Boise City, ID",Bachelor's degree,89120.0,22.7474,1.3,48.5,100890.0,0.7,40.98,85230.0,48140.0,62690.0,123140.0,165520.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,14260,"Boise City, ID",Associate's degree,9100.0,2.3221,3.0,33.93,70580.0,1.0,31.55,65620.0,38020.0,48560.0,92060.0,101190.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,14260,"Boise City, ID",Postsecondary nondegree award,26430.0,6.747,1.9,26.36,54840.0,0.9,23.45,48780.0,36120.0,40910.0,62880.0,78850.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,14260,"Boise City, ID","Some college, no degree",9590.0,2.4489,3.9,23.8,49500.0,1.2,22.44,46680.0,29850.0,36380.0,58920.0,75280.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,14260,"Boise City, ID",High school diploma or equivalent,146610.0,37.420100000000005,0.9,26.17,54430.0,0.5,22.98,47810.0,31850.0,38120.0,61960.0,82250.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,14260,"Boise City, ID",No formal educational credential,93060.0,23.7528,0.9,18.41,38290.0,0.5,17.58,36570.0,23390.0,29950.0,44860.0,54610.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,14460,"Boston-Cambridge-Newton, MA-NH",Doctoral or professional degree,122780.0,4.5409999999999995,1.7,82.52,171650.0,1.4,65.15,135510.0,76590.0,98090.0,211240.0,351170.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,14460,"Boston-Cambridge-Newton, MA-NH",Master's degree,89240.0,3.3004,1.4,50.61,105280.0,0.6,46.97,97700.0,51470.0,67260.0,130060.0,168170.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,14460,"Boston-Cambridge-Newton, MA-NH",Bachelor's degree,875230.0,32.3694,0.6,64.94,135070.0,0.4,56.23,116960.0,64000.0,83440.0,166400.0,217370.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,14460,"Boston-Cambridge-Newton, MA-NH",Associate's degree,64420.0,2.3825,3.1,37.04,77040.0,1.2,36.25,75410.0,43320.0,49540.0,99110.0,117570.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,14460,"Boston-Cambridge-Newton, MA-NH",Postsecondary nondegree award,145350.0,5.375500000000001,1.4,30.21,62830.0,0.6,28.36,58990.0,40280.0,47590.0,75350.0,92180.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,14460,"Boston-Cambridge-Newton, MA-NH","Some college, no degree",67200.0,2.4853,2.0,28.16,58580.0,0.8,27.07,56310.0,34020.0,41960.0,69660.0,84670.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,14460,"Boston-Cambridge-Newton, MA-NH",High school diploma or equivalent,810460.0,29.9738,0.7,31.19,64870.0,0.4,27.49,57180.0,38320.0,44980.0,77220.0,101830.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,14460,"Boston-Cambridge-Newton, MA-NH",No formal educational credential,529210.0,19.572200000000002,0.6,20.92,43510.0,0.5,18.56,38600.0,32830.0,35740.0,47210.0,59630.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,14500,"Boulder, CO",Doctoral or professional degree,8440.0,4.3866,4.3,88.71,184520.0,12.0,60.63,126100.0,62250.0,80330.0,180800.0,330850.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,14500,"Boulder, CO",Master's degree,4980.0,2.5904,4.6,51.81,107760.0,1.3,48.69,101260.0,57130.0,74070.0,134510.0,168030.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,14500,"Boulder, CO",Bachelor's degree,69970.0,36.3718,1.0,62.4,129790.0,0.7,54.63,113640.0,63070.0,81540.0,164680.0,211880.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,14500,"Boulder, CO",Associate's degree,5160.0,2.6821,3.7,42.15,87670.0,1.0,37.74,78490.0,48290.0,60080.0,105530.0,133210.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,14500,"Boulder, CO",Postsecondary nondegree award,8070.0,4.1926000000000005,1.8,30.38,63190.0,1.4,27.58,57370.0,41140.0,47360.0,74480.0,97980.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,14500,"Boulder, CO","Some college, no degree",5140.0,2.6736999999999997,6.6,28.52,59320.0,1.5,26.23,54570.0,30800.0,38650.0,73260.0,94130.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,14500,"Boulder, CO",High school diploma or equivalent,53040.0,27.568099999999998,1.2,32.03,66620.0,0.8,27.63,57470.0,38940.0,45870.0,77100.0,103900.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,14500,"Boulder, CO",No formal educational credential,37580.0,19.5346,0.7,21.44,44600.0,0.6,19.13,39780.0,34410.0,36450.0,47820.0,60340.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,14540,"Bowling Green, KY",Doctoral or professional degree,2160.0,2.6313,1.6,68.22,141910.0,2.7,48.63,101140.0,51810.0,73900.0,151380.0,294440.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,14540,"Bowling Green, KY",Master's degree,1940.0,2.3609999999999998,2.4,39.25,81630.0,1.6,36.6,76120.0,41740.0,56630.0,99860.0,124680.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,14540,"Bowling Green, KY",Bachelor's degree,14740.0,17.9367,0.8,40.14,83500.0,0.8,35.12,73060.0,43310.0,54280.0,97800.0,132710.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,14540,"Bowling Green, KY",Associate's degree,1760.0,2.1390000000000002,3.0,27.93,58100.0,1.3,29.11,60560.0,27790.0,39710.0,73690.0,89720.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,14540,"Bowling Green, KY",Postsecondary nondegree award,5860.0,7.1372,2.4,23.67,49230.0,1.0,21.89,45540.0,31840.0,37560.0,56670.0,73300.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,14540,"Bowling Green, KY","Some college, no degree",1890.0,2.2975000000000003,2.1,20.63,42900.0,0.9,17.94,37320.0,27420.0,31530.0,48600.0,62490.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,14540,"Bowling Green, KY",High school diploma or equivalent,32630.0,39.71,0.7,23.94,49790.0,0.5,21.78,45290.0,29750.0,36400.0,58760.0,78010.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,14540,"Bowling Green, KY",No formal educational credential,21190.0,25.787200000000002,0.9,15.97,33220.0,0.6,14.63,30430.0,21910.0,26720.0,36770.0,46860.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,14580,"Bozeman, MT",Doctoral or professional degree,2330.0,3.2257,1.9,62.2,129380.0,3.2,47.34,98460.0,61020.0,77120.0,132700.0,207020.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,14580,"Bozeman, MT",Master's degree,1500.0,2.082,2.7,42.0,87360.0,1.7,37.11,77190.0,48470.0,57280.0,102980.0,142140.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,14580,"Bozeman, MT",Bachelor's degree,16550.0,22.9236,2.5,46.59,96900.0,1.3,40.86,84990.0,49380.0,63060.0,115130.0,153530.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,14580,"Bozeman, MT",Associate's degree,1510.0,2.0928999999999998,5.1,32.81,68230.0,1.0,30.39,63200.0,42380.0,49850.0,81720.0,103050.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,14580,"Bozeman, MT",Postsecondary nondegree award,3380.0,4.683400000000001,2.0,29.22,60770.0,1.1,28.13,58500.0,40900.0,46410.0,69410.0,82240.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,14580,"Bozeman, MT","Some college, no degree",1600.0,2.2181,6.1,25.11,52230.0,2.5,22.98,47790.0,32610.0,38640.0,60220.0,73710.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,14580,"Bozeman, MT",High school diploma or equivalent,24480.0,33.8971,1.6,28.25,58760.0,0.7,26.3,54710.0,36660.0,44290.0,69580.0,85270.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,14580,"Bozeman, MT",No formal educational credential,20850.0,28.8772,0.8,20.17,41950.0,0.6,18.9,39310.0,27230.0,33670.0,47860.0,59000.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,14740,"Bremerton-Silverdale-Port Orchard, WA",Doctoral or professional degree,1560.0,1.6638000000000002,2.2,75.77,157600.0,3.5,60.91,126700.0,59390.0,94370.0,176340.0,312310.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,14740,"Bremerton-Silverdale-Port Orchard, WA",Master's degree,2290.0,2.4381,1.7,49.86,103710.0,1.3,46.97,97690.0,54190.0,69670.0,130400.0,167860.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,14740,"Bremerton-Silverdale-Port Orchard, WA",Bachelor's degree,22750.0,24.2716,0.5,53.84,111990.0,0.6,50.45,104930.0,61560.0,80450.0,130890.0,160460.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,14740,"Bremerton-Silverdale-Port Orchard, WA",Associate's degree,3250.0,3.4665999999999997,1.8,44.67,92910.0,0.7,46.06,95800.0,47370.0,67370.0,116210.0,129480.0,BLS OEWS May 2025 special education aggregation
