geography_type,area_code,geography,education_category,employment_2025,share_of_employment_percent,employment_relative_standard_error,hourly_mean_wage_2025,annual_mean_wage_2025,mean_wage_relative_standard_error,hourly_median_wage_2025,annual_median_wage_2025,annual_wage_p10_2025,annual_wage_p25_2025,annual_wage_p75_2025,annual_wage_p90_2025,source_vintage
Metropolitan Area,35660,"Niles, MI","Some college, no degree",1490.0,2.4896000000000003,3.2,21.07,43830.0,0.8,18.5,38470.0,29480.0,34590.0,49000.0,60440.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,35660,"Niles, MI",High school diploma or equivalent,22820.0,38.052499999999995,0.8,24.21,50360.0,0.5,21.73,45190.0,30540.0,36070.0,58530.0,75740.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,35660,"Niles, MI",No formal educational credential,16380.0,27.306,0.8,17.63,36680.0,0.6,16.68,34690.0,26660.0,28840.0,38620.0,48840.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,35840,"North Port-Bradenton-Sarasota, FL",Doctoral or professional degree,7350.0,2.1632000000000002,3.8,92.86,193160.0,5.4,70.51,146660.0,62280.0,93720.0,276420.0,417690.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,35840,"North Port-Bradenton-Sarasota, FL",Master's degree,6240.0,1.8359999999999999,5.6,45.36,94360.0,2.1,41.14,85580.0,47990.0,62200.0,118030.0,142510.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,35840,"North Port-Bradenton-Sarasota, FL",Bachelor's degree,69030.0,20.305,1.7,47.14,98040.0,0.9,38.81,80720.0,47150.0,62110.0,111240.0,164820.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,35840,"North Port-Bradenton-Sarasota, FL",Associate's degree,7110.0,2.0924,3.0,32.47,67540.0,1.7,31.18,64850.0,35920.0,45230.0,86780.0,102560.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,35840,"North Port-Bradenton-Sarasota, FL",Postsecondary nondegree award,25340.0,7.4532,1.6,25.05,52100.0,0.7,23.17,48190.0,35730.0,39050.0,61470.0,74420.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,35840,"North Port-Bradenton-Sarasota, FL","Some college, no degree",7220.0,2.1248,6.1,24.53,51010.0,1.3,23.04,47920.0,32410.0,38010.0,59750.0,73340.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,35840,"North Port-Bradenton-Sarasota, FL",High school diploma or equivalent,115560.0,33.9928,0.6,26.1,54280.0,0.5,22.8,47430.0,34020.0,38140.0,61580.0,80180.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,35840,"North Port-Bradenton-Sarasota, FL",No formal educational credential,102090.0,30.0327,0.7,18.98,39470.0,1.0,17.39,36170.0,28750.0,30320.0,42930.0,50330.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,35980,"Norwich-New London-Willimantic, CT",Doctoral or professional degree,3400.0,2.6893000000000002,2.0,77.32,160820.0,2.6,62.63,130280.0,71560.0,96970.0,168780.0,317320.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,35980,"Norwich-New London-Willimantic, CT",Master's degree,3280.0,2.5952,3.9,46.77,97270.0,2.0,41.64,86620.0,47490.0,63560.0,120390.0,160700.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,35980,"Norwich-New London-Willimantic, CT",Bachelor's degree,31030.0,24.541800000000002,0.9,53.59,111470.0,0.4,48.32,100510.0,59640.0,79320.0,134150.0,173000.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,35980,"Norwich-New London-Willimantic, CT",Associate's degree,3280.0,2.5926,1.6,37.31,77610.0,0.7,37.1,77160.0,45960.0,56550.0,96750.0,113620.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,35980,"Norwich-New London-Willimantic, CT",Postsecondary nondegree award,7970.0,6.3004,1.5,28.02,58280.0,0.6,25.81,53680.0,38410.0,44450.0,71890.0,80740.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,35980,"Norwich-New London-Willimantic, CT","Some college, no degree",3410.0,2.6959,1.8,24.25,50440.0,0.7,21.92,45590.0,34010.0,36010.0,59390.0,78140.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,35980,"Norwich-New London-Willimantic, CT",High school diploma or equivalent,43450.0,34.3604,0.5,28.73,59750.0,0.4,24.66,51280.0,34950.0,40260.0,73070.0,93890.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,35980,"Norwich-New London-Willimantic, CT",No formal educational credential,30630.0,24.2244,0.6,19.91,41410.0,0.5,17.37,36130.0,34010.0,34670.0,43660.0,56100.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,36100,"Ocala, FL",Doctoral or professional degree,2370.0,1.9571999999999998,2.9,82.65,171910.0,7.1,56.65,117820.0,57240.0,74130.0,203990.0,403660.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,36100,"Ocala, FL",Master's degree,2550.0,2.1104,2.9,41.25,85810.0,2.1,36.39,75680.0,44490.0,56140.0,102060.0,130230.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,36100,"Ocala, FL",Bachelor's degree,22010.0,18.192500000000003,0.8,41.17,85630.0,0.7,35.31,73450.0,43280.0,55660.0,97960.0,141000.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,36100,"Ocala, FL",Associate's degree,2830.0,2.3372,3.3,28.02,58280.0,1.3,26.81,55760.0,32660.0,39140.0,75770.0,88580.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,36100,"Ocala, FL",Postsecondary nondegree award,10130.0,8.3764,1.3,23.46,48790.0,0.6,21.64,45020.0,33070.0,36630.0,57480.0,72680.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,36100,"Ocala, FL","Some college, no degree",2480.0,2.0495,3.5,21.83,45400.0,1.3,20.41,42460.0,28880.0,34550.0,51210.0,64950.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,36100,"Ocala, FL",High school diploma or equivalent,43170.0,35.6868,0.5,23.76,49430.0,0.9,21.31,44320.0,30510.0,35750.0,56630.0,73570.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,36100,"Ocala, FL",No formal educational credential,35430.0,29.29,0.5,17.27,35920.0,0.4,16.2,33690.0,27040.0,28430.0,38550.0,46700.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,36220,"Odessa, TX",Doctoral or professional degree,1500.0,1.8556000000000001,1.8,55.93,116330.0,2.7,38.09,79240.0,64140.0,69780.0,131180.0,207840.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,36220,"Odessa, TX",Master's degree,960.0,1.1824999999999999,3.7,47.15,98070.0,1.6,47.89,99610.0,50680.0,76500.0,119980.0,137680.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,36220,"Odessa, TX",Bachelor's degree,13950.0,17.2361,1.1,48.95,101810.0,1.0,39.12,81370.0,48790.0,63390.0,124000.0,170270.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,36220,"Odessa, TX",Associate's degree,1540.0,1.9029,5.1,30.49,63420.0,2.0,29.13,60580.0,31950.0,39970.0,82130.0,102140.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,36220,"Odessa, TX",Postsecondary nondegree award,6050.0,7.482899999999999,2.6,26.79,55730.0,1.1,25.38,52790.0,35840.0,42920.0,63970.0,77930.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,36220,"Odessa, TX","Some college, no degree",1830.0,2.2649,2.5,22.51,46830.0,0.9,21.0,43670.0,30670.0,34800.0,54830.0,69440.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,36220,"Odessa, TX",High school diploma or equivalent,31440.0,38.8604,0.9,27.23,56630.0,0.7,23.85,49610.0,30730.0,38250.0,65840.0,88960.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,36220,"Odessa, TX",No formal educational credential,23640.0,29.214499999999997,1.2,18.21,37880.0,0.7,17.32,36030.0,22480.0,28370.0,45690.0,54750.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,36260,"Ogden, UT",Doctoral or professional degree,4050.0,1.4942,3.1,72.07,149900.0,2.6,52.67,109550.0,48390.0,76030.0,167330.0,303120.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,36260,"Ogden, UT",Master's degree,6830.0,2.5186,2.0,42.08,87530.0,1.3,39.82,82830.0,40210.0,59590.0,107890.0,135200.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,36260,"Ogden, UT",Bachelor's degree,67270.0,24.7884,0.8,45.51,94660.0,0.5,40.71,84680.0,45950.0,61100.0,115920.0,153400.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,36260,"Ogden, UT",Associate's degree,6180.0,2.2779,2.9,33.35,69360.0,1.1,32.55,67710.0,35880.0,47190.0,86640.0,101960.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,36260,"Ogden, UT",Postsecondary nondegree award,18260.0,6.7276,1.6,25.66,53360.0,0.8,22.94,47720.0,34350.0,38280.0,62870.0,77150.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,36260,"Ogden, UT","Some college, no degree",6920.0,2.5513000000000003,4.5,21.74,45230.0,1.0,19.05,39630.0,30900.0,36680.0,49560.0,64300.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,36260,"Ogden, UT",High school diploma or equivalent,97810.0,36.0409,0.6,26.02,54130.0,0.4,22.91,47660.0,32660.0,37840.0,62260.0,80090.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,36260,"Ogden, UT",No formal educational credential,64050.0,23.6011,0.8,17.82,37060.0,0.5,17.0,35360.0,23460.0,28670.0,42830.0,51180.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,36420,"Oklahoma City, OK",Doctoral or professional degree,16760.0,2.4737999999999998,3.7,71.54,148790.0,2.9,51.63,107390.0,54980.0,75910.0,164960.0,333320.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,36420,"Oklahoma City, OK",Master's degree,16660.0,2.4584,2.3,42.93,89300.0,1.6,38.57,80220.0,42340.0,53610.0,116620.0,152340.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,36420,"Oklahoma City, OK",Bachelor's degree,159370.0,23.5167,0.8,44.36,92270.0,0.5,38.73,80560.0,45660.0,58090.0,107290.0,153880.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,36420,"Oklahoma City, OK",Associate's degree,17840.0,2.6328,3.0,32.17,66910.0,1.2,30.9,64260.0,30160.0,46470.0,83910.0,99900.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,36420,"Oklahoma City, OK",Postsecondary nondegree award,48160.0,7.1065,1.7,25.85,53760.0,0.8,23.09,48020.0,34110.0,37910.0,62910.0,79590.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,36420,"Oklahoma City, OK","Some college, no degree",17360.0,2.5611,2.4,22.31,46400.0,0.9,22.04,45850.0,26860.0,34160.0,53870.0,67900.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,36420,"Oklahoma City, OK",High school diploma or equivalent,227630.0,33.589,0.6,24.7,51370.0,0.6,21.99,45740.0,28300.0,35860.0,60620.0,80170.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,36420,"Oklahoma City, OK",No formal educational credential,173910.0,25.6618,0.7,16.35,34000.0,0.9,14.91,31020.0,21550.0,26380.0,37470.0,48400.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,36500,"Olympia-Lacey-Tumwater, WA",Doctoral or professional degree,2740.0,2.1005,1.7,70.11,145840.0,1.9,59.04,122790.0,62830.0,87760.0,159350.0,279280.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,36500,"Olympia-Lacey-Tumwater, WA",Master's degree,4360.0,3.3453000000000004,2.0,47.11,98000.0,0.7,45.98,95640.0,55600.0,72850.0,113700.0,142130.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,36500,"Olympia-Lacey-Tumwater, WA",Bachelor's degree,41440.0,31.8017,0.9,50.52,105080.0,0.5,47.29,98370.0,59780.0,76600.0,123490.0,154140.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,36500,"Olympia-Lacey-Tumwater, WA",Associate's degree,2810.0,2.1558,2.7,36.56,76040.0,1.6,35.05,72910.0,43270.0,51490.0,95290.0,121420.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,36500,"Olympia-Lacey-Tumwater, WA",Postsecondary nondegree award,7280.0,5.5899,3.0,31.42,65360.0,1.3,28.46,59210.0,42430.0,48060.0,76400.0,97170.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,36500,"Olympia-Lacey-Tumwater, WA","Some college, no degree",3710.0,2.8452,2.7,26.71,55550.0,0.6,25.22,52450.0,37570.0,45140.0,60250.0,76200.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,36500,"Olympia-Lacey-Tumwater, WA",High school diploma or equivalent,39890.0,30.6113,0.6,29.96,62320.0,0.4,26.75,55640.0,38340.0,45000.0,72910.0,95230.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,36500,"Olympia-Lacey-Tumwater, WA",No formal educational credential,28080.0,21.5506,0.8,21.78,45300.0,0.5,19.51,40580.0,35200.0,36550.0,48520.0,59920.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,36540,"Omaha, NE-IA",Doctoral or professional degree,15030.0,3.0171,2.0,75.33,156690.0,2.2,52.16,108490.0,53410.0,76160.0,197650.0,326710.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,36540,"Omaha, NE-IA",Master's degree,11370.0,2.2819,2.3,45.67,94990.0,1.0,39.91,83000.0,45300.0,61500.0,122140.0,146050.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,36540,"Omaha, NE-IA",Bachelor's degree,120820.0,24.256899999999998,0.6,46.91,97570.0,0.5,39.55,82260.0,48790.0,62990.0,113360.0,158740.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,36540,"Omaha, NE-IA",Associate's degree,9470.0,1.9004999999999999,3.1,33.4,69470.0,1.2,31.31,65120.0,41970.0,50630.0,82650.0,98300.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,36540,"Omaha, NE-IA",Postsecondary nondegree award,34950.0,7.016500000000001,1.6,26.24,54570.0,0.5,23.86,49640.0,37970.0,40440.0,62490.0,78610.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,36540,"Omaha, NE-IA","Some college, no degree",13350.0,2.6797,2.0,22.85,47530.0,0.7,21.96,45670.0,29100.0,35910.0,56370.0,67710.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,36540,"Omaha, NE-IA",High school diploma or equivalent,165740.0,33.2733,0.6,26.13,54360.0,0.3,23.16,48180.0,34220.0,38760.0,62580.0,81290.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,36540,"Omaha, NE-IA",No formal educational credential,127390.0,25.5741,0.6,18.47,38420.0,0.4,17.22,35820.0,28370.0,30040.0,43690.0,50520.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,36740,"Orlando-Kissimmee-Sanford, FL",Doctoral or professional degree,26640.0,1.887,2.3,78.89,164080.0,2.8,60.7,126250.0,60010.0,78430.0,201780.0,331320.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,36740,"Orlando-Kissimmee-Sanford, FL",Master's degree,27180.0,1.9253,1.8,41.57,86460.0,1.6,35.82,74500.0,45620.0,55640.0,103310.0,134310.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,36740,"Orlando-Kissimmee-Sanford, FL",Bachelor's degree,321800.0,22.7947,0.8,48.55,100990.0,0.5,39.73,82640.0,47710.0,61110.0,124320.0,169990.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,36740,"Orlando-Kissimmee-Sanford, FL",Associate's degree,29830.0,2.1129000000000002,2.6,30.05,62500.0,1.1,28.98,60270.0,35330.0,41730.0,78580.0,94580.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,36740,"Orlando-Kissimmee-Sanford, FL",Postsecondary nondegree award,86030.0,6.0939,1.1,25.26,52550.0,0.4,22.51,46830.0,35250.0,37930.0,60880.0,77240.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,36740,"Orlando-Kissimmee-Sanford, FL","Some college, no degree",33200.0,2.3518,3.1,23.05,47950.0,0.9,20.69,43040.0,30390.0,35870.0,57080.0,68870.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,36740,"Orlando-Kissimmee-Sanford, FL",High school diploma or equivalent,465960.0,33.0065,0.6,25.24,52500.0,0.3,22.25,46270.0,31780.0,37150.0,60450.0,79070.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,36740,"Orlando-Kissimmee-Sanford, FL",No formal educational credential,421090.0,29.8279,0.5,17.95,37330.0,0.4,16.77,34880.0,28040.0,29690.0,38940.0,48300.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,36780,"Oshkosh-Neenah, WI",Doctoral or professional degree,1820.0,1.9365999999999999,2.2,88.67,184430.0,2.2,59.15,123040.0,67800.0,80840.0,278510.0,385880.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,36780,"Oshkosh-Neenah, WI",Master's degree,1660.0,1.7749,3.2,42.9,89240.0,1.4,37.26,77500.0,47580.0,62430.0,105320.0,135130.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,36780,"Oshkosh-Neenah, WI",Bachelor's degree,21720.0,23.173,0.7,46.21,96120.0,0.7,39.35,81850.0,49500.0,62630.0,109330.0,155440.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,36780,"Oshkosh-Neenah, WI",Associate's degree,1620.0,1.7325,1.9,31.04,64570.0,0.6,30.09,62590.0,33280.0,46080.0,81740.0,96550.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,36780,"Oshkosh-Neenah, WI",Postsecondary nondegree award,6170.0,6.581799999999999,1.5,26.52,55160.0,0.9,24.02,49950.0,37680.0,44670.0,63260.0,77340.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,36780,"Oshkosh-Neenah, WI","Some college, no degree",2340.0,2.5014,2.9,24.29,50520.0,1.3,22.67,47160.0,30870.0,37800.0,62060.0,76170.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,36780,"Oshkosh-Neenah, WI",High school diploma or equivalent,39340.0,41.964299999999994,0.5,27.2,56570.0,0.4,24.42,50790.0,35130.0,40700.0,65830.0,83100.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,36780,"Oshkosh-Neenah, WI",No formal educational credential,19060.0,20.3355,0.6,18.0,37430.0,0.5,17.13,35630.0,23270.0,28840.0,44500.0,54580.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,36980,"Owensboro, KY",Doctoral or professional degree,960.0,1.9472999999999998,2.8,71.07,147830.0,2.8,49.36,102670.0,41170.0,55970.0,165870.0,401180.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,36980,"Owensboro, KY",Master's degree,1090.0,2.2061,3.0,41.71,86760.0,3.2,38.01,79050.0,40070.0,55060.0,105090.0,140970.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,36980,"Owensboro, KY",Bachelor's degree,9210.0,18.6291,1.0,39.94,83080.0,0.5,35.66,74160.0,45730.0,57400.0,99400.0,129650.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,36980,"Owensboro, KY",Associate's degree,1140.0,2.3024,3.3,27.71,57650.0,1.6,28.71,59710.0,27840.0,37070.0,72230.0,85210.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,36980,"Owensboro, KY",Postsecondary nondegree award,3810.0,7.7027,1.9,23.49,48870.0,1.1,21.79,45330.0,32850.0,37190.0,57870.0,74460.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,36980,"Owensboro, KY","Some college, no degree",1280.0,2.5928,1.9,21.26,44220.0,1.1,18.14,37720.0,29710.0,33990.0,51520.0,66140.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,36980,"Owensboro, KY",High school diploma or equivalent,19120.0,38.6608,0.8,23.49,48860.0,0.5,21.59,44920.0,29660.0,35700.0,58950.0,74210.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,36980,"Owensboro, KY",No formal educational credential,12840.0,25.9587,0.6,16.2,33700.0,0.6,14.51,30180.0,21960.0,26530.0,36960.0,50010.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,37100,"Oxnard-Thousand Oaks-Ventura, CA",Doctoral or professional degree,7580.0,2.3417000000000003,2.9,79.34,165030.0,3.1,69.6,144760.0,72880.0,98590.0,208630.0,279880.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,37100,"Oxnard-Thousand Oaks-Ventura, CA",Master's degree,8130.0,2.5095,2.1,48.01,99860.0,1.8,45.14,93880.0,45050.0,57950.0,131830.0,162230.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,37100,"Oxnard-Thousand Oaks-Ventura, CA",Bachelor's degree,75200.0,23.218700000000002,0.6,55.72,115900.0,0.6,49.47,102890.0,53530.0,73410.0,136620.0,179760.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,37100,"Oxnard-Thousand Oaks-Ventura, CA",Associate's degree,7140.0,2.2055,3.3,38.85,80800.0,0.9,35.7,74260.0,43340.0,51560.0,104640.0,128320.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,37100,"Oxnard-Thousand Oaks-Ventura, CA",Postsecondary nondegree award,19070.0,5.887,1.5,29.32,60990.0,0.5,27.49,57180.0,38000.0,46470.0,73200.0,90470.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,37100,"Oxnard-Thousand Oaks-Ventura, CA","Some college, no degree",9060.0,2.7984,4.4,26.45,55010.0,1.1,24.21,50350.0,38480.0,44910.0,60770.0,76120.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,37100,"Oxnard-Thousand Oaks-Ventura, CA",High school diploma or equivalent,111090.0,34.298700000000004,0.5,27.94,58110.0,0.5,23.33,48520.0,35060.0,39420.0,65520.0,91690.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,37100,"Oxnard-Thousand Oaks-Ventura, CA",No formal educational credential,86610.0,26.740499999999997,0.5,21.01,43700.0,0.5,18.41,38300.0,34680.0,35780.0,46270.0,58600.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,37140,"Paducah, KY-IL",Doctoral or professional degree,990.0,1.9713999999999998,2.9,76.28,158660.0,3.7,53.69,111670.0,48660.0,61190.0,172540.0,376640.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,37140,"Paducah, KY-IL",Master's degree,900.0,1.7937999999999998,5.8,45.53,94710.0,4.4,38.39,79840.0,44300.0,61050.0,109580.0,177370.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,37140,"Paducah, KY-IL",Bachelor's degree,9400.0,18.6894,0.7,41.84,87020.0,0.7,36.73,76390.0,45140.0,58940.0,99280.0,139610.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,37140,"Paducah, KY-IL",Associate's degree,1290.0,2.5709,2.2,29.08,60490.0,1.0,28.8,59910.0,28010.0,41130.0,78530.0,92490.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,37140,"Paducah, KY-IL",Postsecondary nondegree award,4440.0,8.828,5.1,33.21,69070.0,1.5,22.98,47800.0,34530.0,38500.0,63950.0,155160.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,37140,"Paducah, KY-IL","Some college, no degree",1210.0,2.4048,3.7,21.57,44860.0,1.6,20.0,41600.0,29820.0,31200.0,53540.0,65990.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,37140,"Paducah, KY-IL",High school diploma or equivalent,17840.0,35.4778,0.9,25.06,52130.0,0.6,21.97,45700.0,29890.0,35590.0,61100.0,88270.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,37140,"Paducah, KY-IL",No formal educational credential,14210.0,28.2639,1.1,16.57,34460.0,0.6,15.0,31200.0,22040.0,27030.0,38310.0,50410.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,37340,"Palm Bay-Melbourne-Titusville, FL",Doctoral or professional degree,4500.0,1.8374,3.8,80.93,168340.0,4.5,60.24,125300.0,59960.0,78660.0,202460.0,367940.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,37340,"Palm Bay-Melbourne-Titusville, FL",Master's degree,4310.0,1.7596,6.0,40.22,83650.0,2.2,36.23,75350.0,46640.0,58250.0,102590.0,129780.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,37340,"Palm Bay-Melbourne-Titusville, FL",Bachelor's degree,69520.0,28.356099999999998,0.7,51.6,107330.0,0.6,46.8,97350.0,49410.0,64220.0,132090.0,172160.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,37340,"Palm Bay-Melbourne-Titusville, FL",Associate's degree,8150.0,3.3238,3.3,32.79,68200.0,0.8,31.63,65790.0,36590.0,48630.0,80740.0,98810.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,37340,"Palm Bay-Melbourne-Titusville, FL",Postsecondary nondegree award,17540.0,7.1557,2.8,24.46,50870.0,0.7,22.2,46180.0,33970.0,37180.0,59740.0,75950.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,37340,"Palm Bay-Melbourne-Titusville, FL","Some college, no degree",5310.0,2.1649000000000003,3.4,23.68,49250.0,1.1,21.72,45190.0,33000.0,35890.0,58600.0,74360.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,37340,"Palm Bay-Melbourne-Titusville, FL",High school diploma or equivalent,75630.0,30.8464,0.7,25.33,52680.0,0.7,22.45,46700.0,31970.0,37020.0,60520.0,78660.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,37340,"Palm Bay-Melbourne-Titusville, FL",No formal educational credential,60200.0,24.5562,0.6,17.6,36610.0,0.4,16.52,34360.0,27940.0,29130.0,38190.0,47740.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,37460,"Panama City-Panama City Beach, FL",Doctoral or professional degree,1560.0,1.7239,3.7,79.97,166340.0,4.8,59.02,122750.0,57780.0,77620.0,204550.0,392470.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,37460,"Panama City-Panama City Beach, FL",Master's degree,1990.0,2.2007000000000003,2.9,43.59,90670.0,3.5,38.55,80180.0,44720.0,58410.0,106580.0,136990.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,37460,"Panama City-Panama City Beach, FL",Bachelor's degree,19880.0,21.935499999999998,0.8,43.23,89910.0,1.0,37.16,77300.0,44990.0,57550.0,109300.0,150590.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,37460,"Panama City-Panama City Beach, FL",Associate's degree,2040.0,2.2548,2.9,30.69,63840.0,1.1,29.36,61070.0,33860.0,43630.0,78300.0,95460.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,37460,"Panama City-Panama City Beach, FL",Postsecondary nondegree award,5700.0,6.2912,1.6,23.56,49010.0,0.6,21.87,45490.0,33120.0,37330.0,57990.0,71490.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,37460,"Panama City-Panama City Beach, FL","Some college, no degree",1940.0,2.1459,2.5,20.64,42940.0,0.8,17.38,36140.0,31460.0,32500.0,48650.0,61450.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,37460,"Panama City-Panama City Beach, FL",High school diploma or equivalent,29930.0,33.035700000000006,0.6,24.42,50790.0,0.7,21.89,45530.0,31430.0,36320.0,58630.0,75440.0,BLS OEWS May 2025 special education aggregation
Metropolitan Area,37460,"Panama City-Panama City Beach, FL",No formal educational credential,27560.0,30.4121,0.6,17.08,35530.0,0.5,16.08,33450.0,27340.0,28390.0,37640.0,46620.0,BLS OEWS May 2025 special education aggregation
